1, 170.000000, 60
1, 103.000000, 60
1, 61.000000, 60
1, 58.000000, 60
1, 49.000000, 60
1, 43.000000, 60
1, 48.000000, 60
1, 45.000000, 60
1, 43.000000, 60
1, 46.000000, 60
1, 41.000000, 60
1, 38.000000, 60
1, 38.000000, 60
1, 39.000000, 60
1, 37.000000, 60
1, 39.000000, 60
1, 37.000000, 60
1, 81.000000, 60
1, 47.000000, 60
1, 38.000000, 60
1, 179.000000, 60
1, 68.000000, 60
1, 45.000000, 60
1, 46.000000, 60
1, 44.000000, 60
1, 45.000000, 60
1, 43.000000, 60
1, 43.000000, 60
1, 46.000000, 60
1, 42.000000, 60
