2, 51.000000, 60
3, 34.000000, 60
4, 43.000000, 60
8, 39.000000, 60
2, 37.000000, 60
3, 41.000000, 60
4, 31.000000, 60
8, 30.000000, 60
2, 25.000000, 60
3, 26.000000, 60
4, 27.000000, 60
8, 31.000000, 60
2, 26.000000, 60
3, 25.000000, 60
4, 165.000000, 60
8, 51.000000, 60
2, 27.000000, 60
3, 26.000000, 60
4, 25.000000, 60
8, 30.000000, 60
2, 26.000000, 60
3, 28.000000, 60
4, 27.000000, 60
8, 33.000000, 60
2, 24.000000, 60
3, 30.000000, 60
4, 58.000000, 60
8, 45.000000, 60
2, 45.000000, 60
3, 33.000000, 60
4, 38.000000, 60
8, 33.000000, 60
2, 57.000000, 60
3, 38.000000, 60
4, 50.000000, 60
8, 44.000000, 60
2, 33.000000, 60
3, 29.000000, 60
4, 29.000000, 60
8, 36.000000, 60
2, 24.000000, 60
3, 27.000000, 60
4, 25.000000, 60
8, 29.000000, 60
2, 26.000000, 60
3, 27.000000, 60
4, 29.000000, 60
8, 34.000000, 60
2, 29.000000, 60
3, 29.000000, 60
4, 29.000000, 60
8, 29.000000, 60
2, 24.000000, 60
3, 156.000000, 60
4, 57.000000, 60
8, 29.000000, 60
2, 27.000000, 60
3, 26.000000, 60
4, 25.000000, 60
8, 27.000000, 60
2, 25.000000, 60
3, 28.000000, 60
4, 27.000000, 60
8, 29.000000, 60
2, 24.000000, 60
3, 26.000000, 60
4, 26.000000, 60
8, 30.000000, 60
2, 25.000000, 60
3, 27.000000, 60
4, 28.000000, 60
8, 30.000000, 60
2, 25.000000, 60
3, 25.000000, 60
4, 28.000000, 60
8, 30.000000, 60
2, 26.000000, 60
3, 26.000000, 60
4, 26.000000, 60
8, 30.000000, 60
2, 25.000000, 60
3, 26.000000, 60
4, 25.000000, 60
8, 29.000000, 60
2, 26.000000, 60
3, 27.000000, 60
4, 26.000000, 60
8, 27.000000, 60
2, 24.000000, 60
3, 26.000000, 60
4, 25.000000, 60
8, 29.000000, 60
2, 24.000000, 60
3, 26.000000, 60
4, 30.000000, 60
8, 30.000000, 60
2, 24.000000, 60
3, 26.000000, 60
4, 27.000000, 60
8, 30.000000, 60
2, 24.000000, 60
3, 143.000000, 60
4, 50.000000, 60
8, 30.000000, 60
2, 26.000000, 60
3, 24.000000, 60
4, 26.000000, 60
8, 29.000000, 60
2, 25.000000, 60
3, 24.000000, 60
4, 25.000000, 60
8, 29.000000, 60
2, 26.000000, 60
3, 24.000000, 60
4, 26.000000, 60
8, 30.000000, 60
2, 26.000000, 60
3, 24.000000, 60
4, 25.000000, 60
8, 30.000000, 60
